"Review.."	"Brand"	"Variety"	"Style"	"Country"	"Stars"	"Top.Ten"
1343	"Lotus Foods"	"Jade Pearl Rice Ramen"	"Pack"	"USA"	3.25	"None"
1342	"Ah Lai"	"White Curry Noodle"	"Pack"	"Malaysia"	4.5	"None"
1341	"Plats Du Chef"	"Cuisine Adventures Chicken Pho Soup"	"Bowl"	"Canada"	5	"None"
1340	"Indomie"	"Taste Of Asia Mi Goreng Rasa Bulgogi Ala Korea"	"Pack"	"Indonesia"	2.75	"None"
1339	"Kin-Dee"	"Instant Rice Noodle Pad Thai"	"Tray"	"Thailand"	3.75	"None"
1338	"Batchelors"	"Super Noodles Peppered Steak Flavour"	"Pack"	"UK"	1.5	"None"
1337	"Sakura Noodle"	"Chikara Brand Udon Beef Flavor"	"Pack"	"USA"	4.25	"None"
1336	"Shirakiku"	"Fresh Chow Mein Noodles With Seasoning"	"Pack"	"USA"	3.75	"None"
1335	"Sakura Noodle"	"Chikara Brand Udon Hot & Spicy Flavor"	"Pack"	"USA"	4	"None"
1334	"Sakura Noodle"	"Chikara Brand Udon Mushroom Flavor"	"Pack"	"USA"	3.75	"None"
1333	"Sakura Noodle"	"Chikara Brand Udon Oriental Flavor"	"Pack"	"USA"	3.75	"None"
1332	"Sakura Noodle"	"Chikara Brand Udon Chicken Flavor"	"Pack"	"USA"	3.75	"None"
1331	"Indomie"	"Taste Of Asia Mi Kuah Rasa Tom Yum Ala Thailand"	"Pack"	"Indonesia"	3.75	"None"
1330	"Sapporo Ichiban"	"Otafuku Okonomi Sauce Yakisoba"	"Tray"	"Japan"	5	"2014 #4"
1329	"Vifon"	"Oriental Style Instant Noodle Mi Ga Chicken Flavor"	"Cup"	"Vietnam"	1.25	"None"
1328	"A-Sha Dry Noodle"	"Hello Kitty La Wei (Spicy Flavor)"	"Pack"	"Taiwan"	3.75	"None"
1327	"Unif"	"Unif-100 Instant Noodles Artificial Tart Beef Flavor"	"Pack"	"China"	3	"None"
1326	"Mamee"	"Mi Segera SLLRRRP! Perencah Kari Xtra Pedas"	"Pack"	"Malaysia"	3.75	"None"
1325	"Koka"	"Spicy Shrimp Tom Yam Flavour"	"Cup"	"Singapore"	3.25	"None"
1324	"Ruski"	"Instant Noodles Stewed Beef Flavour"	"Pack"	"Thailand"	3.5	"None"
1323	"Golden Wheat"	"Korean Style Mushroom Chicken Flavour Cooking Noodle"	"Pack"	"China"	2	"None"
1322	"Hi-Myon"	"Instant Noodle Udon Hot & Spicy"	"Pack"	"South Korea"	4	"None"
1321	"Takamori Kosan"	"Fresh Chow Mein Noodles With Seasoning"	"Pack"	"Japan"	3.75	"None"
1320	"Mama"	"Instant Noodles Cup Seafood Flavour"	"Cup"	"Thailand"	3.75	"None"
1319	"Adabi"	"Mi Segera Kari Ayam Instant Noodles"	"Pack"	"Malaysia"	4.25	"None"
1318	"Nissin"	"Spa Oh Tarako Spaghetti"	"Bowl"	"Japan"	4	"None"
1317	"Ve Wong"	"Little Prince Brand Snack Noodles Original Flavor"	"Pack"	"Taiwan"	2.5	"None"
1316	"Ottogi"	"Japchae Vermicelli Noodle"	"Pack"	"South Korea"	2.75	"None"
1315	"Sainsbury's"	"Chicken Flavour Instant Noodles"	"Pack"	"UK"	2.75	"None"
1314	"Paldo"	"Korean Traditional Beef Gomtangmen"	"Pack"	"South Korea"	5	"None"
1313	"Healtimie"	"Green Barley Noodle Vegetable Soup"	"Pack"	"Indonesia"	3.25	"None"
1312	"Maruchan"	"I Want To Eat Ramen Miso Flavor"	"Pack"	"Japan"	3.75	"None"
1311	"Pop Bihun"	"Spesial Rasa Soto Ayam"	"Pack"	"Indonesia"	4	"None"
1310	"Thai Kitchen"	"Rice Noodle Cart Thai Peanut"	"Tray"	"USA"	3	"None"
1309	"Yum Yum"	"Oriental Style Instant Noodles Seafood Flavour"	"Cup"	"Thailand"	3.75	"None"
1308	"Nongshim"	"Soon Veggie Noodle Soup"	"Pack"	"South Korea"	5	"2014 #9"
1307	"Nissin"	"Cup Noodle Cheese Curry"	"Cup"	"Japan"	3.75	"None"
1306	"Koka"	"Oriental Style Instant Noodles Tom Yam Flavour"	"Pack"	"Singapore"	2.5	"None"
1305	"A-Sha Dry Noodle"	"Instant Noodle Original Flavor"	"Pack"	"Taiwan"	3.75	"None"
1304	"Nissin"	"Demae Ramen Shoyu Tonkotsu Artificial Pork Flavour"	"Pack"	"Hong Kong"	4.75	"None"
1303	"Western Family"	"Instant Noodles In A Cup Chicken Flavour"	"Cup"	"Canada"	1.5	"None"
1302	"Mama"	"Instant Noodles Yentafo Tom Yum Mohfai Flavour"	"Pack"	"Thailand"	5	"2014 #10"
1301	"Knorr"	"Quick Serve Macaroni Shrimp Broth"	"Pack"	"Hong Kong"	3.25	"None"
1300	"Samyang Foods"	"Red Nagasaki Jjampong"	"Pack"	"South Korea"	5	"None"
1299	"Mr. Noodles"	"Noodles In A Cup Spicy Chicken Simulated Flavour"	"Cup"	"Canada"	1	"None"
1298	"Good Tto Leu Foods"	"Lightning Beef Bone Tteokguk Rice Cake Soup"	"Bowl"	"South Korea"	4	"None"
1297	"GaGa"	"Mie Gepeng Kuah Rasa Ayam Lada Hitam"	"Pack"	"Indonesia"	3.25	"None"
1296	"Wu-Mu"	"Ramen With Pickled Mustard Flavor"	"Pack"	"Taiwan"	3.5	"None"
1295	"Wu-Mu"	"Steam Mushroom Flavor Ramen"	"Pack"	"Taiwan"	3.25	"None"
1294	"Thai Choice"	"Instant Noodles Chicken Flavour"	"Cup"	"Thailand"	3	"None"
1293	"Myojo"	"Prawn Noodles"	"Pack"	"Singapore"	4.25	"None"
1292	"Nissin"	"Cup Noodles Sabor A Carne Sopa Con Fideos"	"Cup"	"Colombia"	3	"None"
1291	"A-One"	"Mì Ly Instant Noodles Mì Tôm Shrimp Flavor"	"Cup"	"Vietnam"	3.25	"None"
1290	"Nongshim"	"Sain Sain Garlic Teriyaki Fresh Cooked Udon Pasta"	"Tray"	"South Korea"	4.5	"None"
1289	"JML"	"Braised Beef Noodles"	"Pack"	"China"	4	"None"
1288	"Sau Tao"	"QQ Scallop Seafood Vermicelli"	"Bowl"	"Hong Kong"	3.75	"None"
1287	"Kimura"	"Kumamoto Tonkotsu Ramen"	"Pack"	"Japan"	5	"None"
1286	"Batchelors"	"Super Noodles Roast Beef & Onion Flavour"	"Pack"	"UK"	3.25	"None"
1285	"Lucky Me!"	"Supreme Chow Mein Seafood Flavor Instant Stir-Fried Noodles"	"Bowl"	"Philippines"	3.25	"None"
1284	"Thai Kitchen"	"Rice Noodle Cart Sweet Citrus Ginger"	"Tray"	"USA"	4.25	"None"
1283	"Nongshim"	"Oolongmen Kimchi Cup Noodle Soup Mix"	"Cup"	"South Korea"	4	"None"
1282	"Koka"	"Purple Wheat Noodles Aglio Olio"	"Pack"	"Singapore"	2.75	"None"
1281	"Tokachimen Koubou"	"Jet Black Sesame Oil Pork Tonkotsu"	"Bowl"	"Japan"	2.25	"None"
1280	"Deshome"	"Sun Dried Noodle Chlorella Powder Noodle With Curry Sauce"	"Pack"	"Taiwan"	5	"None"
1279	"Ko-Lee"	"Instant Noodles Mixed Vegetable"	"Pack"	"UK"	3.5	"None"
1278	"Ottogi"	"Ppushu Ppushu Noodle Snack Bulgogi Flavor"	"Pack"	"South Korea"	3.25	"None"
1277	"Vifon"	"Mì Gà Tìm Chua Cay Hot & Sour Chicken Flavor Instant Noodles"	"Pack"	"Vietnam"	2	"None"
1276	"Adabi"	"Mi Bandung Prawn Mee"	"Pack"	"Malaysia"	4.25	"None"
1275	"Wu-Mu"	"Ramen With Stewed Pork Flavor"	"Pack"	"Taiwan"	4.5	"None"
1274	"Wu-Mu"	"Shiitake Flavor Spinach Ramen"	"Pack"	"Taiwan"	3.75	"None"
1273	"Sainsbury's"	"Basics Instant Noodles Chicken Curry Flavour"	"Pack"	"UK"	3.25	"None"
1272	"Samyang Foods"	"Baked Noodle Spicy Grilled Beef Ramyun"	"Pack"	"South Korea"	3.5	"None"
1271	"Prima Taste"	"Singapore Chilli Crab La Mian"	"Pack"	"Singapore"	5	"2014 #8"
1270	"Ko-Lee"	"Instant Noodles Taste Sensations Creamy Shrimp Tom Yum Flavour"	"Pack"	"UK"	5	"None"
1269	"Chewy"	"Rice Vermicelli Scallop With XO Sauce Flavour"	"Pack"	"Hong Kong"	2.5	"None"
1268	"Wu-Mu"	"Dried Noodle With Jah Jan Sauce"	"Pack"	"Taiwan"	3.25	"None"
1267	"ABC"	"Mi Cup Rasa Soto Ayam Chicken Soto Flavour"	"Cup"	"Indonesia"	3.75	"None"
1266	"ABC"	"Selera Pedas Mi Goreng Cup Rasa Gulai Ayam Pedas Hot Gulai Chicken"	"Cup"	"Indonesia"	4	"None"
1265	"ABC"	"Rasa Ayam Bawang Chicken Onion Flavour"	"Cup"	"Indonesia"	3.75	"None"
1264	"ABC"	"Selera Pedas Mi Goreng Cup Rasa Ayam Pedas Limau Hot Chicken Lemon Flavour"	"Cup"	"Indonesia"	4.25	"None"
1263	"Nissin"	"Cup Noodle Curry X Gunpla RX-78-2 Gundam"	"Cup"	"Japan"	4.25	"None"
1262	"ABC"	"Mi Cup Rasa Kari Ayam Chicken Curry Flavour"	"Cup"	"Indonesia"	3.75	"None"
1261	"Eat & Go"	"Rasa Baso Sapi Meat Ball Mi Instan Cup"	"Cup"	"Indonesia"	3.75	"None"
1260	"ABC"	"Mi Goreng Pangsit Fried Noodle With Dumpling"	"Pack"	"Indonesia"	5	"None"
1259	"Eat & Go"	"Chicken Onion Mi Instan Cup"	"Cup"	"Indonesia"	3.75	"None"
1258	"President"	"Mi Goreng Rasa Ayam Chicken Flavoured Fried Noodle"	"Pack"	"Indonesia"	4.5	"None"
1257	"ABC"	"Mi Goreng Spesial Special Fried Noodle"	"Cup"	"Indonesia"	4	"None"
1256	"Eat & Go"	"Curry Chicken Mi Instan Cup"	"Cup"	"Indonesia"	4.25	"None"
1255	"Thai Choice"	"Instant Noodles Shrimp Flavour"	"Cup"	"Thailand"	3.25	"None"
1254	"Four Seas"	"Sesame Oil Chicken Flavour Instant Noodle"	"Bowl"	"Hong Kong"	2.75	"None"
1253	"Nissin"	"Chow Mein Teriyaki Chicken Flavor Chow Mein Noodles"	"Tray"	"USA"	3.75	"None"
1252	"Tesco"	"Instant Noodles Chow Mein Flavour"	"Pack"	"UK"	2.25	"None"
1251	"Mama"	"Instant Noodles Tom Saab Flavour"	"Pack"	"Thailand"	3.5	"None"
1250	"Samyang Foods"	"三養라면 (Samyang Ramyun) (South Korean Version)"	"Bowl"	"South Korea"	3.75	"None"
1249	"Nissin"	"Sabor A Pollo Sopa Con Fideos"	"Cup"	"Colombia"	2.75	"None"
1248	"Wu-Mu"	"Beef Flavour Tomato Ramen"	"Pack"	"Taiwan"	4	"None"
1247	"Maruchan"	"I Want To Eat Ramen Pork Tonkotsu Flavor"	"Pack"	"Japan"	4	"None"
1246	"Annie Chun's"	"Ramen House Chicken Vegetable Flavored Ramen"	"Pack"	"USA"	4	"None"
1245	"Sau Tao"	"Instant Noodle King Abalone & Chicken Flavoured"	"Pack"	"Hong Kong"	3.5	"None"
1244	"Unif"	"Unif-100 Pickled Cayenne Flavor Beef Ramen"	"Pack"	"China"	3.75	"None"
1243	"Nissin"	"Demae Rice Vermicelli Chicken Flavour Instant Rice Vermicelli With Soup Base"	"Pack"	"Hong Kong"	1.75	"None"
1242	"Thai Pavilion"	"Garlic Chili Instant Rice Noodles & Sauce"	"Tray"	"USA"	4	"None"
1241	"Nissin"	"Donbei Kansai Soy Sauce Flavor Udon"	"Pack"	"Japan"	3.75	"None"
1240	"Maggi"	"Big Kari Perencah (Big Curry Flavor) 2 Minute Noodles"	"Pack"	"Malaysia"	4	"None"
1239	"SuperMi"	"Rasa Ayam Spesial"	"Pack"	"Indonesia"	4	"None"
1238	"Sapporo Ichiban"	"Sesame Ramen"	"Pack"	"Japan"	5	"None"
1237	"Mama"	"Instant Noodles Creamy Tom Yum Minced Pork Flavour"	"Pack"	"Thailand"	3.5	"None"
1236	"Emart"	"Dare You Habanero Ramyun"	"Cup"	"South Korea"	3.25	"None"
1235	"Nissin"	"Demae Ramen Miso Tonkotsu Artificial Pork Flavor Ramen Noodle"	"Pack"	"Hong Kong"	3.75	"None"
1234	"Sainsbury's"	"Barbecue Beef Flavour Instant Noodles"	"Pack"	"UK"	2.75	"None"
1233	"Nissin"	"Sabor A Pollo Sopa Instantánea Con Fideos"	"Pack"	"Colombia"	3.25	"None"
1232	"GaGa"	"Mie Gepeng Kuah Rasa Ayam Bawang Pedas"	"Pack"	"Indonesia"	3.25	"None"
1231	"A-Sha Dry Noodle"	"Instant Noodle Shallot Flavor"	"Pack"	"Taiwan"	3.75	"None"
1230	"Saji"	"Sajimee Original Soto Soup Flavor"	"Pack"	"Malaysia"	4	"None"
1229	"Kumamoto"	"Tonkotsu Ramen MEGA Dragon"	"Pack"	"Japan"	2.5	"None"
1228	"Maruchan"	"Seimen Japanese Instant Ramen Noodles Shio Aji"	"Pack"	"Japan"	3.75	"None"
1227	"Mr. Noodles"	"Chicken Kimchi Oriental Style Noodles With Soup Base"	"Bowl"	"Canada"	0.5	"None"
1226	"Master Kong"	"Artificial Braised Beef Flavor Instant Noodle"	"Bowl"	"China"	3.75	"None"
1225	"Nissin"	"Pan Asian Kitchen Sweet & Sour Chicken Flavor Ramen Noodles"	"Tray"	"USA"	3.75	"None"
1224	"HoMyeonDang"	"Premium Noodle House Seafood Ramyun"	"Pack"	"South Korea"	4	"None"
1223	"Sawadee"	"Instant Noodles Prawn Oriental Flavour"	"Pack"	"Malaysia"	2.5	"None"
1222	"Nissin"	"Soba Classic Noodles With Japanese Yakisoba Sauce"	"Cup"	"Germany"	3.75	"None"
1221	"ABC"	"Selera Pedas Hot Semur Chicken Flavour"	"Pack"	"Indonesia"	4.5	"None"
1220	"Nissin"	"Ultraman Instant Noodle Pork Flavour"	"Cup"	"Japan"	3	"None"
1219	"Tokyo Noodle"	"Mini Instant Noodle Spicy Flavor"	"Pack"	"Japan"	3.5	"None"
1218	"Sau Tao"	"Ho Fan Beef Soup Flavored"	"Pack"	"China"	3.75	"None"
1217	"Doll"	"Hello Kitty Dim Sum Noodle Japanese Curry Flavour"	"Cup"	"Hong Kong"	3.5	"None"
1216	"Batchelors"	"Super Low Fat Noodles Chilli Chicken Flavour"	"Pack"	"UK"	1	"None"
1215	"GaGa"	"Mi Instan Cup Milk Chicken Soup"	"Cup"	"Indonesia"	4.75	"None"
1214	"Eat & Go"	"Rendang Beef Flavour Fried Instant Noodle"	"Cup"	"Indonesia"	5	"None"
1213	"Nan Jie Cun"	"Hot -Dry Instant Noodles Chilli Flavour"	"Tray"	"China"	0.5	"None"
1212	"Ruski"	"Instant Noodles Tom Yum Flavour"	"Pack"	"Thailand"	3.5	"None"
1211	"Nissin"	"Demae Iccho Instant Noodle With Soup Base Artificial Chicken Flavour"	"Bowl"	"Hong Kong"	3	"None"
1210	"A-Sha Dry Noodle"	"Hell Spicy Mala"	"Pack"	"Taiwan"	4	"None"
1209	"Batchelors"	"Super Noodles Chicken Mushroom Flavour"	"Pack"	"UK"	3.25	"None"
1208	"Golden Wheat"	"Korean Style Stew Prok Flavour Cooking Noodle"	"Pack"	"China"	3.5	"None"
1207	"Nissin"	"UFO Yakisoba With Wasabi Mayonnaise"	"Bowl"	"Japan"	5	"None"
1206	"China Best"	"Frozen Satay Sauce Noodle"	"Pack"	"Taiwan"	1	"None"
1205	"Mama"	"Instant Noodles Pork Flavour With Black Pepper"	"Pack"	"Thailand"	3.5	"None"
1204	"Nissin"	"Cup Noodles Sabor A Gallina"	"Cup"	"Colombia"	3.5	"None"
1203	"GaGa"	"Mie Gepeng Kuah Rasa Soto Cabe Hijau"	"Pack"	"Indonesia"	3.5	"None"
1202	"Sugakiya Foods"	"Udon Miso Stew"	"Pack"	"Japan"	3.25	"None"
1201	"A-Sha Dry Noodle"	"Instant Noodle Curry Flavour"	"Pack"	"Taiwan"	4.25	"None"
1200	"Men-Sunaoshi"	"Tonkotsu Ramen"	"Pack"	"Japan"	3.75	"None"
1199	"Mama"	"Instant Noodles Chicken Green Curry Flavour"	"Pack"	"Thailand"	3.75	"None"
1198	"Samyang Foods"	"Maesaengyitangmyun Baked Noodle"	"Pack"	"South Korea"	5	"2014 #5"
1197	"Nissin"	"Cup Noodle Chilli Tomato"	"Cup"	"Japan"	4.5	"None"
1196	"Nissin"	"Bowl Noodles Chicken Flavor"	"Bowl"	"USA"	3.5	"None"
1195	"Sawadee"	"Instant Noodles Spicy Tomato Flavour"	"Pack"	"Malaysia"	2.5	"None"
1194	"Paldo"	"Namja Ramyun (US Version)"	"Bowl"	"South Korea"	4	"None"
1193	"Nissin"	"Soba Curry Noodles With Japanese Yakisoba Sauce"	"Cup"	"Germany"	3.75	"None"
1192	"Wu-Mu"	"Ramen With Simmered Pork Flavor"	"Pack"	"Taiwan"	3.75	"None"
1191	"GaGa"	"Seribu 1000 Goreng Spesial"	"Pack"	"Indonesia"	4	"None"
1190	"Sanrio"	"Hello Kitty Hakata Shoyutonkotsu Ramen"	"Bowl"	"Japan"	3.75	"None"
1189	"Acecook"	"Comet Mori Yukino Tan-tan men"	"Bowl"	"Japan"	5	"None"
1188	"Chencun"	"Braised Pork Ribs"	"Cup"	"China"	3	"None"
1187	"Nongshim"	"Shin Ramyun Cup"	"Cup"	"South Korea"	3.5	"None"
1186	"Nissin"	"Sabor A Carne Sopa Instantánea Con Fideos"	"Pack"	"Colombia"	3.75	"None"
1185	"Sainsbury's"	"Basics Instant Noodles Chicken Flavour"	"Pack"	"UK"	3.25	"None"
1184	"Sapporo Ichiban"	"Pokemon Shoyu Ramen"	"Cup"	"Japan"	3.5	"None"
1183	"Paldo"	"Cheese Noodle"	"Pack"	"South Korea"	5	"2014 #6"
1182	"Ko-Lee"	"Go Noodles Xtreme Hot & Spicy Flavour"	"Pack"	"UK"	3.75	"None"
1181	"Samyang Foods"	"Star Popeye Ramyun Snack"	"Pack"	"South Korea"	4	"None"
1180	"Wei Lih"	"What’s That? Leisure Meatballs Spicy Chicken Flavor"	"Pack"	"Taiwan"	3.75	"None"
1179	"Myojo"	"Chukazanmai Guangdong Style Ramen"	"Pack"	"Japan"	4.25	"None"
1178	"Nongshim"	"Shin Black Spicy Pot-au-feu Flavor Premium Noodle Soup"	"Cup"	"USA"	5	"None"
1177	"ABC"	"Mi ABC Rasa Ayam Bawang (Onion Chicken)"	"Pack"	"Indonesia"	4	"None"
1176	"Maruchan"	"Old Style Shio Ramen"	"Pack"	"Japan"	3.5	"None"
1175	"Healtimie"	"Green Barley Noodle Milk Chicken Soup"	"Pack"	"Indonesia"	4.25	"None"
1174	"Itomen"	"Crab Flavor Instant Ramen"	"Pack"	"Japan"	4	"None"
1173	"Pop Bihun"	"Spesial Goreng Special"	"Pack"	"Indonesia"	3.5	"None"
1172	"Koyo"	"Seaweed Ramen Made With Organic Noodles"	"Pack"	"USA"	2.75	"None"
1171	"Tiger Tiger"	"Traveller's Choice Indian Tikka Masala Flavour"	"Pack"	"UK"	3	"None"
1170	"Acecook"	"Jan Jan Yakisoba"	"Cup"	"Japan"	3.75	"None"
1169	"Mr. Noodles"	"Noodles In A Cup Beef Simulated Flavour"	"Cup"	"Canada"	1.75	"None"
1168	"Nissin"	"Donbei Curry Udon (West Japanese)"	"Bowl"	"Japan"	3.25	"None"
1167	"Kabuto Noodles"	"Miso Ramen"	"Cup"	"UK"	3.75	"None"
1166	"Unif"	"Man Han Feast Sichuan Chilli Eel Flavor"	"Bowl"	"Taiwan"	5	"None"
1165	"Nissin"	"Chow Mein With Shrimp Chow Mein Noodles"	"Tray"	"USA"	3.75	"None"
1164	"Mr. Noodles"	"Bowl Chicken Simulated Flavour"	"Bowl"	"Canada"	2	"None"
1163	"Chewy"	"Rice Vermicelli Spicy Beef With Chilli Flavour"	"Pack"	"China"	3.25	"None"
1162	"Nissin"	"Chanpon Ramen"	"Pack"	"Japan"	4.75	"None"
1161	"GaGa"	"100 Green Chilli Soto Flavour"	"Pack"	"Indonesia"	3.75	"None"
1160	"Samyang Foods"	"Chacharoni"	"Pack"	"South Korea"	3.75	"None"
1159	"Peyang"	"Yakisoba"	"Tray"	"Japan"	5	"None"
1158	"Nissin"	"Demae Iccho XO Sauce Seafood Flavour"	"Bowl"	"Hong Kong"	4	"None"
1157	"Golden Wonder"	"The Nation's Noodle Beef & Tomato Flavour"	"Cup"	"UK"	4.25	"None"
1156	"Vifon"	"Oriental Style Instant Vermicelli Sour Crab Flavour Soup"	"Pack"	"Vietnam"	3.75	"None"
1155	"Komforte Chockolates"	"Savory Ramen "	"Bar"	"USA"	5	"None"
1154	"Golden Wheat"	"Korean Style Shrimp Flavour Cooking Noodle"	"Pack"	"China"	3.5	"None"
1153	"Wu-Mu"	"Spicy Flavor Tomato Ramen"	"Pack"	"Taiwan"	4	"None"
1152	"Sapporo Ichiban"	"Tomato & Basil Shio Ramen"	"Pack"	"Japan"	4	"None"
1151	"Asian Thai Foods"	"Fatafat Vegetable Flavor"	"Pack"	"Nepal"	3.75	"None"
1150	"Asian Thai Foods"	"Krrish Instant Noodles Chicken Flavor"	"Pack"	"Nepal"	3.5	"None"
1149	"Asian Thai Foods"	"Preeti Instant Noodles Chicken Soup Base"	"Pack"	"Nepal"	3.5	"None"
1148	"Asian Thai Foods"	"Miteri Instant Noodles Vegetable Flavor"	"Pack"	"Nepal"	3.5	"None"
1147	"Asian Thai Foods"	"Rumpum Chicken Soup Base"	"Pack"	"Nepal"	3.5	"None"
1146	"Asian Thai Foods"	"2pm Precooked Noodles Chicken Curry Delight"	"Pack"	"Nepal"	3.5	"None"
1145	"Asian Thai Foods"	"Fatafat Chicken Flavor"	"Pack"	"Nepal"	3.75	"None"
1144	"Asian Thai Foods"	"Krrish Instant Noodles Vegetable Curry Flavor"	"Pack"	"Nepal"	3.5	"None"
1143	"Asian Thai Foods"	"Rumpum Vegetable Soup Base"	"Pack"	"Nepal"	4.25	"None"
1142	"Asian Thai Foods"	"Miteri Instant Noodles Chicken Flavor"	"Pack"	"Nepal"	4	"None"
1141	"Asian Thai Foods"	"Joker Ready To Eat Noodles"	"Pack"	"Nepal"	3.25	"None"
1140	"Asian Thai Foods"	"Preeti Instant Noodles Veg Soup Base"	"Pack"	"Nepal"	5	"None"
1139	"Asian Thai Foods"	"Gaurav Chicken Seasoning"	"Pack"	"Nepal"	3.75	"None"
1138	"Tablemark"	"Downtown Ramen Shop Shoyu"	"Pack"	"Japan"	4.75	"None"
1137	"Koka"	"Oriental Style Instant Noodles Crab Flavour"	"Pack"	"Singapore"	3.75	"None"
1136	"Nissin"	"Yakisoba"	"Pack"	"Japan"	5	"None"
1135	"Indomie"	"Instant Noodle Beef & Lime Flavour"	"Pack"	"Indonesia"	4.25	"None"
1134	"Hi-Myon"	"Katsuo Udon"	"Pack"	"South Korea"	4	"None"
1133	"Kamfen"	"E-Men Noodles Abalone Soup Flavor"	"Pack"	"Hong Kong"	3.75	"None"
1132	"Tesco"	"Everyday Value Spicy Curry Flavour Noodles"	"Cup"	"UK"	1.5	"None"
1131	"Wei Lih"	"What’s That? Leisure Meatballs Chicken Flavor"	"Pack"	"Taiwan"	3.75	"None"
1130	"Nissin"	"Big Cup Noodles Habanero Lime Shrimp Flavor Ramen Noodle Soup"	"Cup"	"USA"	3.5	"None"
1129	"Oyatsu"	"Baby Star Ramen Round Chikinmini"	"Pack"	"Japan"	3.5	"None"
1128	"Lucky Me!"	"Special Instant Pancit Bihon With Kalamansi"	"Pack"	"Philippines"	3.25	"None"
1127	"Campbell's"	"Hearty Noodles Chicken Flavour"	"Cup"	"Canada"	2.75	"None"
1126	"GaGa"	"Mie Jepeng Goreng Rasa Ayam Lada Hitam"	"Pack"	"Indonesia"	4	"None"
1125	"Myojo"	"Japanese Style Noodles Shio Flavor"	"Pack"	"USA"	5	"None"
1124	"Samyang Foods"	"Ganjjampong"	"Bowl"	"South Korea"	4.25	"None"
1123	"Maruchan"	"Fresh Yaki-Soba Stir Fry Noodles With Seasoning Sauce Base"	"Pack"	"Japan"	4.25	"None"
1122	"Nagao Noodle"	"Ramen Kamen Thasos Galle Pork Bone"	"Pack"	"Japan"	4.25	"None"
1121	"Sau Tao"	"Oat Noodle Sesame Oil Flavored"	"Pack"	"China"	3.75	"None"
1120	"ABC"	"Selera Pedas Mi Rebus Hot Gulai Flavor"	"Pack"	"Indonesia"	4.75	"None"
1119	"Ko-Lee"	"Taste Sensation Instant Noodles Curry Flavour"	"Pack"	"UK"	3.75	"None"
1118	"Mr. Noodles"	"Kimchi Bowl Noodles Oriental Noodle With Soup Base"	"Bowl"	"Canada"	2.75	"None"
1117	"Thai Pavilion"	"spicy Pad Thai Instant Noodles & Sauce"	"Tray"	"USA"	4.25	"None"
1116	"Tokyo Noodle"	"Mini Instant Noodles Artificial Chicken Flavor"	"Pack"	"Japan"	5	"None"
1115	"Nissin"	"Pan Asian Kitchen Sukiyaki Beef Flavor Savory Soy Sauce Ramen Noodles"	"Tray"	"USA"	3.75	"None"
1114	"Maitri"	"Vegetarian Fried Noodles (Mie Goreng)"	"Pack"	"Indonesia"	4	"None"
1113	"Samyang Foods"	"Samyang Ramyun (SK Version)"	"Cup"	"South Korea"	3.5	"None"
1112	"Mama"	"Oriental Style Instant Kua-Chap Clear Soup"	"Pack"	"Thailand"	3.75	"None"
1111	"Golden Wheat"	"Korean Style Stew Beef Cooking Noodle"	"Pack"	"China"	3.25	"None"
1110	"GS25"	"Gonghwachun Jjajangmyun"	"Pack"	"South Korea"	4.5	"None"
1109	"La Fonte"	"Spaghetti With Bolognese Sauce"	"Box"	"Indonesia"	4.25	"None"
1108	"Chencun"	"Spicy Beef"	"Cup"	"China"	3.5	"None"
1107	"Nissin"	"Demae Ramen Kimchi Flavour Instant Noodle With Soup Base"	"Bowl"	"Hong Kong"	3.5	"None"
1106	"Nissin"	"Raoh Rich Soy Sauce With Roast Pork (2 Slices)"	"Bowl"	"Japan"	4.5	"None"
1105	"Nongshim"	"Doong Ji Authentic Korean Cold Noodles With Chili Sauce"	"Tray"	"South Korea"	5	"None"
1104	"Western Family"	"Instant Noodles Chicken Flavour"	"Pack"	"Canada"	3.5	"None"
1103	"Myojo"	"Ippei-chan Yomise No Yakisoba Teriyaki Mayo Flavor"	"Tray"	"Japan"	5	"None"
1102	"Batchelors"	"Super Noodles Mild Mexican Chilli"	"Pack"	"UK"	3	"None"
1101	"Eat & Go"	"Spicy Chicken Mi Instan Cup"	"Cup"	"Indonesia"	4.25	"None"
1100	"Baltix"	"Instant Noodles With Chicken Flavour Broth"	"Pack"	"Estonia"	3.75	"None"
1099	"Baltix"	"Instant Noodles With Beef Flavour Broth"	"Pack"	"Estonia"	3.25	"None"
1098	"Tropicana Slim"	"Low Fat Noodles Hainan Chicken"	"Pack"	"Indonesia"	3.75	"None"
1097	"Amianda"	"Homely Dried Noodles - Sesame Pate"	"Pack"	"Taiwan"	3.75	"None"
1096	"Amianda"	"Tachia Noodles - Hot & Spicy Sauce"	"Pack"	"Taiwan"	3.5	"None"
1095	"Amianda"	"Tachia Dried Noodles - Fried Shallot"	"Pack"	"Taiwan"	3.25	"None"
1094	"Amianda"	"Thin Noodles - Sesame Oil"	"Pack"	"Taiwan"	4.25	"None"
1093	"Amianda"	"Hakka Flat Noodles - Satay Sauce"	"Pack"	"Taiwan"	4.5	"None"
1092	"Amianda"	"Tachia Dried Noodles - Rou Zhou Meat Sauce"	"Pack"	"Taiwan"	5	"None"
1091	"Amianda"	"Homely Dried Noodles - Original Flavor "	"Pack"	"Taiwan"	4	"None"
